Время,Масса,Скорость,Высота
77.5,11091.9,1836.7,52735.6
77.6,11080.9,1838.8,52878.8
77.7,11069.8,1840.8,53022.1
77.8,11058.7,1842.9,53165.5
77.9,11047.6,1844.9,53309.0
78.0,11036.5,1847.0,53452.5
78.1,11025.4,1849.1,53596.2
78.2,11014.3,1851.1,53739.9
78.3,11003.2,1853.2,53883.7
78.4,10989.9,1855.7,54056.3
78.5,10981.1,1857.4,54171.5
78.6,10967.8,1859.9,54344.4
78.7,10956.7,1862.0,54488.6
78.8,10947.8,1863.7,54604.0
78.9,10936.7,1865.9,54748.3
79.0,10923.4,1868.4,54921.6
79.1,10914.5,1870.1,55037.2
79.2,10901.2,1872.7,55210.7
79.3,10890.1,1874.8,55355.4
79.4,10879.1,1877.0,55500.2
79.5,10868.0,1879.1,55645.1
79.6,10856.9,1881.3,55790.0
79.7,10845.8,1883.4,55935.1
79.8,10834.7,1885.6,56080.3
79.9,10823.6,1887.8,56225.5
80.0,10812.5,1889.9,56370.8
80.1,10801.4,1892.1,56516.3
80.2,10790.4,1894.3,56661.8
80.3,10779.3,1896.5,56807.4
80.4,10768.2,1898.6,56953.1
80.5,10757.1,1900.8,57098.9
80.6,10746.0,1903.0,57244.8
80.7,10732.7,1905.6,57420.0
80.8,10723.8,1907.4,57536.8
80.9,10712.7,1909.6,57683.0
81.0,10701.7,1911.8,57829.2
81.1,10690.6,1914.0,57975.6
81.2,10677.3,1916.7,58151.3
81.3,10668.4,1918.4,58268.5
81.4,10655.1,1921.1,58444.5
81.5,10644.0,1923.3,58591.2
81.6,10632.9,1925.6,58738.1
81.7,10621.8,1927.8,58885.0
81.8,10610.7,1930.1,59032.0
81.9,10599.6,1932.3,59179.2
82.0,10590.8,1934.1,59296.9
82.1,10577.5,1936.9,59473.7
82.2,10566.4,1939.1,59621.1
82.3,10555.3,1941.4,59768.7
82.4,10544.2,1943.7,59916.3
82.5,10533.1,1946.0,60064.0
82.6,10522.0,1948.3,60211.8
82.7,10510.9,1950.6,60359.8
82.8,10499.9,1952.9,60507.8
82.9,10486.5,1955.6,60685.6
83.0,10477.7,1957.5,60804.1
83.1,10466.6,1959.8,60952.5
83.2,10455.5,1962.1,61100.9
83.3,10444.4,1964.4,61249.5
83.4,10431.1,1967.2,61427.8
83.5,10420.0,1969.5,61576.6
83.6,10408.9,1971.8,61725.5
83.7,10397.8,1974.2,61874.5
83.8,10386.8,1976.5,62023.5
83.9,10375.7,1978.9,62172.7
84.0,10364.6,1981.2,62322.0
84.1,10353.5,1983.5,62471.4
84.2,10342.4,1985.9,62620.9
84.3,10331.3,1988.3,62770.5
84.4,10320.2,1990.6,62920.2
84.5,10309.1,1993.0,63070.0
84.6,10298.1,1995.4,63219.9
84.7,10287.0,1997.8,63369.9
84.8,10275.9,2000.1,63520.0
84.9,10264.8,2002.5,63670.3
85.0,10253.7,2004.9,63820.6
85.1,10242.6,2007.3,63971.1
85.2,10231.5,2009.7,64121.6
85.3,10220.4,2012.2,64272.3
85.4,10209.3,2014.6,64423.1
85.5,10198.3,2017.0,64574.0
85.7,10185.0,2019.9,64755.2
85.8,10173.9,2022.3,64906.4
85.9,10162.8,2024.8,65057.6
86.0,10151.7,2027.2,65209.0
86.1,10140.6,2029.7,65360.5
86.2,10129.5,2032.1,65512.1
86.3,10118.4,2034.6,65663.8
86.4,10107.3,2037.0,65815.6
86.5,10096.2,2039.5,65967.5
86.6,10082.9,2042.4,66150.0
86.7,10074.1,2044.4,66271.7
86.8,10063.0,2046.9,66424.0
86.9,10051.9,2049.4,66576.4
87.0,10040.8,2051.9,66728.9
87.1,10029.7,2054.4,66881.5
87.2,10016.4,2057.3,67064.9
87.3,10005.3,2059.8,67217.7
87.4,9996.5,2061.8,67340.1
87.5,9983.2,2064.9,67523.8
87.6,9972.1,2067.4,67677.1
87.7,9963.2,2069.4,67799.7
87.8,9949.9,2072.4,67983.9
87.9,9938.8,2074.9,68137.5
88.0,9927.7,2077.5,68291.2
88.1,9916.6,2080.0,68445.0
88.2,9905.5,2082.6,68599.0
88.3,9894.4,2085.1,68753.0
88.4,9883.4,2087.7,68907.2
88.5,9872.3,2090.2,69061.5
88.6,9861.2,2092.8,69216.0
88.7,9850.1,2095.4,69370.5
88.8,9839.0,2097.9,69525.2
88.9,9827.9,2100.5,69680.0
89.0,9816.8,2103.1,69834.9
89.1,9805.7,2105.7,69990.0
89.2,9796.9,2107.8,70114.1
89.3,9785.8,2110.4,70269.4
89.4,9772.5,2113.5,70455.9
89.5,9763.6,2115.6,70580.4
89.6,9752.5,2118.2,70736.0
89.7,9739.2,2121.3,70923.0
89.8,9728.1,2123.9,71078.9
89.9,9717.0,2126.6,71235.0
90.0,9708.2,2128.7,71359.9
90.1,9697.1,2131.3,71516.2
90.2,9683.8,2134.5,71704.0
90.3,9674.9,2136.6,71829.2
90.4,9663.8,2139.2,71985.9
90.5,9652.7,2141.9,72142.7
90.6,9639.4,2145.1,72331.1
90.7,9628.3,2147.7,72488.2
90.8,9617.3,2150.4,72645.4
90.9,9606.2,2153.1,72802.8
91.0,9597.3,2155.2,72928.8
91.1,9581.8,2159.0,73149.4
91.2,9570.7,2161.6,73307.2
91.3,9559.6,2164.3,73465.1
91.4,9548.5,2167.0,73623.2
91.5,9537.4,2169.7,73781.4
91.6,9526.3,2172.4,73939.7
91.7,9515.2,2175.2,74098.1
91.8,9504.2,2177.9,74256.7
91.9,9493.1,2180.6,74415.4
92.0,9482.0,2183.3,74574.3
92.1,9470.9,2186.1,74733.3
92.2,9459.8,2188.8,74892.4
92.3,9448.7,2191.5,75051.7
92.4,9437.6,2194.3,75211.1
92.5,9426.5,2197.0,75370.6
92.6,9415.5,2199.8,75530.3
92.7,9404.4,2202.6,75690.1
92.8,9393.3,2205.3,75850.1
92.9,9382.2,2208.1,76010.2
93.0,9371.1,2210.9,76170.4
93.1,9360.0,2213.7,76330.8
93.2,9348.9,2216.4,76491.3
93.3,9337.8,2219.2,76652.0
93.4,9326.7,2222.0,76812.8
93.5,9315.7,2224.8,76973.7
93.6,9304.6,2227.6,77134.8
93.7,9291.3,2231.0,77328.3
93.8,9280.2,2233.8,77489.7
93.9,9271.3,2236.1,77619.0
94.0,9258.0,2239.5,77813.0
94.1,9246.9,2242.3,77974.8
94.2,9235.8,2245.2,78136.8
94.3,9224.7,2248.0,78298.9
94.4,9213.6,2250.9,78461.2
94.5,9202.6,2253.7,78623.6
94.6,9191.5,2256.6,78786.2
94.7,9180.4,2259.4,78948.9
94.8,9169.3,2262.3,79111.7
94.9,9158.2,2265.2,79274.7
95.0,9147.1,2268.0,79437.9
95.1,9136.0,2270.9,79601.2
95.2,9124.9,2273.8,79764.7
95.3,9113.9,2276.7,79928.3
95.4,9102.8,2279.6,80092.0
95.5,9091.7,2282.5,80255.9
95.6,9080.6,2285.4,80420.0
95.7,9069.5,2288.3,80584.2
95.8,9058.4,2291.3,80748.5
95.9,9047.3,2294.2,80913.1
96.0,9036.2,2297.1,81077.7
96.1,9025.2,2300.1,81242.6
96.2,9014.1,2303.0,81407.5
96.3,9003.0,2305.9,81572.7
96.4,8991.9,2308.9,81737.9
96.5,8978.6,2312.4,81936.5
96.6,8967.5,2315.4,82102.1
96.7,8956.4,2318.4,82267.9
96.8,8945.3,2321.4,82433.8
96.9,8934.2,2324.3,82599.9
97.0,8923.1,2327.3,82766.2
97.1,8912.1,2330.3,82932.6
97.2,8901.0,2333.3,83099.2
97.3,8889.9,2336.3,83265.9
97.4,8878.8,2339.3,83432.8
97.5,8867.7,2342.3,83599.9
97.6,8856.6,2345.3,83767.1
97.7,8845.5,2348.4,83934.5
97.8,8834.4,2351.4,84102.0
97.9,8823.4,2354.4,84269.7
98.0,8812.3,2357.5,84437.6
98.1,8801.2,2360.5,84605.6
98.2,8790.1,2363.6,84773.8
98.3,8779.0,2366.6,84942.1
98.4,8767.9,2369.7,85110.6
98.6,8754.6,2373.3,85313.1
98.7,8743.5,2376.4,85482.0
98.7,8734.7,2378.9,85617.2
98.9,8721.3,2382.6,85820.2
99.0,8710.3,2385.7,85989.6
99.1,8699.2,2388.8,86159.1
99.2,8688.1,2391.9,86328.9
99.3,8674.8,2395.6,86532.7
99.4,8663.7,2398.7,86702.8
99.5,8652.6,2401.8,86873.1
99.6,8641.5,2404.9,87043.5
99.7,8630.4,2408.1,87214.1
99.8,8619.3,2411.2,87384.9
99.9,8608.2,2414.3,87555.8
100.0,8597.2,2417.5,87726.9
100.1,8586.1,2420.6,87898.2
100.2,8575.0,2423.8,88069.7
100.3,8563.9,2427.0,88241.3
100.4,8552.8,2430.1,88413.1
100.5,8541.7,2433.3,88585.1
100.6,8530.6,2436.5,88757.3
100.7,8519.5,2439.7,88929.6
100.8,8510.7,2442.2,89067.6
100.9,8499.6,2445.4,89240.2
101.0,8488.5,2448.6,89413.1
101.1,8477.4,2451.8,89586.1
101.2,8466.3,2455.0,89759.3
101.3,8455.2,2458.2,89932.6
101.4,8444.1,2461.5,90106.2
101.5,8433.1,2464.7,90279.9
101.6,8422.0,2467.9,90453.8
101.7,8410.9,2471.2,90627.9
101.8,8399.8,2474.4,90802.1
101.9,8388.7,2477.7,90976.6
102.0,8375.4,2481.6,91186.2
102.1,8364.3,2484.9,91361.0
102.2,8353.2,2488.1,91536.0
102.3,8353.2,2487.6,91711.1
102.4,8353.2,2487.1,91886.2
102.5,8353.2,2486.6,92061.2
102.6,8353.2,2486.1,92236.2
102.7,8353.2,2485.5,92411.2
102.8,8353.2,2485.0,92586.1
102.9,8353.2,2484.5,92761.1
103.0,8353.2,2484.0,92936.0
103.1,8353.2,2483.5,93110.8
103.2,8353.2,2483.0,93285.7
103.3,8353.2,2482.5,93460.5
103.4,8353.2,2481.9,93635.3
103.5,8353.2,2481.4,93810.0
103.6,8353.2,2480.9,93984.7
103.7,8353.2,2480.4,94159.4
103.8,8353.2,2479.9,94334.1
103.9,8353.2,2479.4,94508.7
104.0,8353.2,2478.9,94683.3
104.1,8353.2,2478.4,94857.9
104.2,8353.2,2477.8,95032.5
104.3,8353.2,2477.3,95207.0
104.4,8353.2,2476.8,95381.5
104.5,8353.2,2476.3,95556.0
104.6,8353.2,2475.8,95730.4
104.7,8353.2,2475.2,95939.7
104.8,8353.2,2474.7,96114.1
104.9,8353.2,2474.2,96288.4
105.0,8353.2,2473.7,96462.8
105.1,8353.2,2473.2,96637.1
105.2,8353.2,2472.6,96811.3
105.3,8353.2,2472.1,96985.6
105.4,8353.2,2471.6,97159.8
105.5,8353.2,2471.1,97334.0
105.6,8353.2,2470.6,97508.1
105.7,8353.2,2470.1,97682.3
105.8,8353.2,2469.6,97856.4
105.9,8353.2,2469.1,98030.4
106.0,8353.2,2468.6,98204.5
106.1,8353.2,2468.1,98378.5
106.2,8353.2,2467.6,98552.5
106.3,8353.2,2467.1,98726.4
106.4,8353.2,2466.6,98900.4
106.5,8353.2,2466.1,99074.3
106.6,8353.2,2465.5,99248.2
106.7,8353.2,2465.0,99422.0
106.8,8353.2,2464.5,99595.8
106.9,8353.2,2464.0,99769.6
107.0,8353.2,2463.5,99943.4
107.1,8353.2,2463.0,100117.1
107.2,8353.2,2462.5,100290.8
107.3,8353.2,2462.0,100464.5
107.4,8353.2,2461.4,100672.9
107.5,8353.2,2460.9,100846.5
107.6,8353.2,2460.4,101020.1
107.7,8353.2,2459.9,101193.6
107.8,8353.2,2459.4,101367.2
107.9,8353.2,2458.9,101540.7
108.0,8353.2,2458.4,101714.2
108.1,8353.2,2457.9,101887.6
108.2,8353.2,2457.4,102061.0
108.3,8353.2,2456.9,102234.4
108.5,8353.2,2455.7,102654.5
109.2,8353.2,2452.2,103856.5
110.4,8353.2,2446.3,105904.2
112.1,8353.2,2438.0,108792.6
114.3,8353.2,2427.4,112515.0
116.9,8353.2,2414.5,117062.4
120.1,8353.2,2399.4,122424.4
123.7,8353.2,2382.3,128588.1
126.9,8353.2,2367.1,134086.5
132.4,8353.2,2342.1,143260.5
137.4,8353.2,2319.8,151532.7
142.4,8353.2,2297.9,159768.3
147.4,8353.2,2276.5,167937.1
152.4,8353.2,2255.5,176039.6
157.4,8353.2,2234.9,184076.4
162.4,8353.2,2214.7,192047.9
167.4,8353.2,2194.9,199954.7
172.4,8353.2,2175.4,207797.4
177.4,8353.2,2156.4,215576.4
182.4,8353.2,2137.6,223292.3
187.4,8353.2,2119.2,230945.7
192.4,8353.2,2101.2,238537.1
197.4,8353.2,2083.4,246067.0
202.4,8353.2,2066.0,253535.9
207.4,8353.2,2048.9,260944.4
212.4,8353.2,2032.0,268293.0
217.4,8353.2,2015.4,275582.2
222.4,8353.2,1999.1,282812.5
227.4,8353.2,1983.1,289984.4
232.4,8353.2,1967.3,297098.5
237.6,8353.2,1951.4,304366.0
243.2,8353.2,1934.1,312252.3
249.3,8353.2,1915.8,320756.7
256.0,8353.2,1896.3,329859.3
263.1,8353.2,1875.7,339539.3
270.7,8353.2,1854.2,349774.5
278.9,8353.2,1831.8,360541.8
287.5,8353.2,1808.6,371816.9
296.7,8353.2,1784.7,383574.8
306.3,8353.2,1760.1,395789.5
316.3,8353.2,1735.3,408248.9
326.3,8353.2,1711.1,420524.0
336.3,8353.2,1687.5,432602.2
346.3,8353.2,1664.5,444486.4
360.3,8353.2,1633.3,460803.9
370.3,8353.2,1611.6,472234.2
380.3,8353.2,1590.4,483479.8
390.3,8353.2,1569.8,494543.5
400.3,8353.2,1549.6,505427.6
410.3,8353.2,1529.9,516134.5
420.3,8353.2,1510.6,526666.7
430.3,8353.2,1491.7,537026.3
442.3,8353.2,1469.6,549233.1
450.3,8353.2,1455.1,557236.5
460.3,8353.2,1437.4,567091.3
470.3,8353.2,1420.1,576781.9
480.3,8353.2,1403.1,586310.1
490.3,8353.2,1386.5,595678.0
502.3,8353.2,1367.0,606710.2
512.3,8353.2,1351.0,615731.4
522.3,8353.2,1335.4,624597.8
532.3,8353.2,1320.1,633310.9
542.3,8353.2,1305.1,641872.4
552.3,8353.2,1290.4,650283.9
562.3,8353.2,1276.0,658546.7
572.3,8353.2,1261.8,666662.4
582.3,8353.2,1247.9,674632.3
592.3,8353.2,1234.2,682457.8
602.3,8353.2,1220.9,690140.3
612.3,8353.2,1207.7,697680.9
622.3,8353.2,1194.8,705081.0
632.3,8353.2,1182.1,712341.7
642.3,8353.2,1169.7,719464.3
652.3,8353.2,1157.5,726449.7
664.3,8353.2,1143.2,734652.9
674.3,8353.2,1131.5,741340.6
684.3,8353.2,1120.0,747894.7
694.3,8353.2,1108.7,754316.1
704.3,8353.2,1097.6,760605.8
714.3,8353.2,1086.7,766764.7
724.3,8353.2,1076.1,772793.7
734.3,8353.2,1065.6,778693.8
744.3,8353.2,1055.4,784465.7
754.3,8353.2,1045.3,790110.4
764.3,8353.2,1035.4,795628.5
774.3,8353.2,1025.8,801020.9
784.3,8353.2,1016.3,806288.3
794.3,8353.2,1007.0,811431.6
804.3,8353.2,997.9,816451.2
814.3,8353.2,989.0,821348.1
824.3,8353.2,980.3,826122.7
834.3,8353.2,971.7,830775.8
844.3,8353.2,963.4,835308.0
854.3,8353.2,955.2,839719.9
864.3,8353.2,947.3,844012.0
874.3,8353.2,939.5,848185.0
884.3,8353.2,931.9,852239.3
894.3,8353.2,924.4,856175.5
906.3,8353.2,915.8,860743.8
916.3,8353.2,908.8,864421.9
926.3,8353.2,901.9,867983.4
936.3,8353.2,895.3,871428.9
946.3,8353.2,888.8,874756.6
954.1,8353.2,883.9,877265.7
965.1,8353.2,877.2,880716.1
973.8,8353.2,872.0,883321.9
982.0,8353.2,867.3,885698.8
989.6,8353.2,863.0,887861.1
994.4,8353.2,860.3,889176.4
998.8,8353.2,858.0,890358.8
1002.8,8353.2,855.8,891414.5
1006.4,8353.2,853.9,892348.9
1009.5,8353.2,852.3,893166.8
1012.3,8353.2,850.8,893872.5
1014.7,8353.2,849.6,894470.0
1016.7,8353.2,848.6,894962.3
1018.3,8353.2,847.8,895352.1
1019.5,8353.2,847.2,895641.7
1020.5,8353.2,846.7,895885.0
1021.5,8353.2,846.2,896127.2
1022.5,8353.2,845.7,896368.2
1023.5,8353.2,845.3,896608.1
1024.5,8353.2,844.8,896846.9
1025.5,8353.2,844.3,897084.5
1026.5,8353.2,843.8,897321.1
1027.7,8353.2,843.2,897603.4
1028.7,8353.2,842.7,897837.4
1029.7,8353.2,842.2,898070.4
1030.7,8353.2,841.8,898302.2
1031.7,8353.2,841.3,898545.9
1033.1,8353.2,840.6,898870.3
1034.9,8353.2,839.7,899283.0
1037.2,8353.2,838.7,899781.7
1039.8,8353.2,837.5,900363.4
1043.4,8353.2,835.8,901166.0
1046.2,8353.2,834.6,901761.2
1050.8,8353.2,832.5,902738.2
1055.1,8353.2,830.7,903623.9
1059.8,8353.2,828.7,904568.4
1064.8,8353.2,826.6,905544.9
1069.8,8353.2,824.6,906496.0
1074.8,8353.2,822.6,907419.3
1079.8,8353.2,820.6,908314.8
1084.8,8353.2,818.8,909182.5
1089.8,8353.2,816.9,910022.4
1094.8,8353.2,815.1,910834.5
1099.8,8353.2,813.4,911619.0
1104.8,8353.2,811.7,912375.7
1109.8,8353.2,810.1,913104.7
1114.8,8353.2,808.5,913806.1
1119.8,8353.2,807.0,914479.9
1124.8,8353.2,805.5,915126.0
1129.8,8353.2,804.0,915744.6
1135.8,8353.2,802.4,916450.4
1139.8,8353.2,801.3,916898.9
1145.8,8353.2,799.8,917538.7
1150.8,8353.2,798.6,918041.2
1155.6,8353.2,797.5,918493.2
1159.9,8353.2,796.5,918885.3
1163.8,8353.2,795.6,919223.3
1167.4,8353.2,794.9,919512.5
1170.5,8353.2,794.3,919757.5
1173.3,8353.2,793.7,919962.5
1175.6,8353.2,793.3,920131.0
1177.6,8353.2,792.9,920266.2
1179.1,8353.2,792.6,920370.7
1180.3,8353.2,792.4,920446.7
1181.3,8353.2,792.2,920511.1
1182.2,8353.2,792.1,920571.5
1183.1,8353.2,791.9,920627.9
1184.0,8353.2,791.8,920680.3
1184.8,8353.2,791.6,920728.9
1185.5,8353.2,791.5,920773.8
1186.2,8353.2,791.4,920815.2
1186.9,8353.2,791.3,920853.1
1187.5,8353.2,791.2,920887.7
1188.0,8353.2,791.1,920919.0
1188.5,8353.2,791.0,920947.6
1189.0,8353.2,791.0,920975.7
1189.6,8353.2,790.9,921009.0
1190.1,8353.2,790.8,921036.4
1190.6,8353.2,790.7,921063.6
1191.1,8353.2,790.6,921090.5
1191.6,8353.2,790.5,921117.2
1192.1,8353.2,790.5,921143.5
1192.6,8353.2,790.4,921169.6
1193.1,8353.2,790.3,921195.4
1193.6,8353.2,790.2,921221.0
1194.1,8353.2,790.2,921246.2
1194.6,8353.2,790.1,921271.2
1195.1,8353.2,790.0,921295.9
1195.6,8353.2,789.9,921320.4
1196.1,8353.2,789.9,921344.6
1196.6,8353.2,789.8,921368.4
1197.1,8353.2,789.7,921392.1
1197.6,8353.2,789.7,921415.4
1198.1,8353.2,789.6,921438.5
1198.6,8353.2,789.5,921460.5
1199.0,8353.2,789.5,921480.5
1199.4,8353.2,789.4,921498.4
1199.8,8353.2,789.3,921514.5
1200.1,8353.2,789.3,921528.6
1200.4,8353.2,789.3,921540.9
1200.6,8353.2,789.2,921551.4
1200.8,8353.2,789.2,921560.1
1201.0,8353.2,789.2,921567.1
1201.2,8353.2,789.2,921572.3
1201.3,8353.2,789.2,921576.6
1201.4,8353.2,789.1,921580.8
1201.5,8353.2,789.1,921585.0
1201.6,8353.2,789.1,921589.3
1201.7,8353.2,789.1,921593.5
1201.8,8353.2,789.1,921597.7
1201.9,8353.2,789.1,921601.8
1202.0,8353.2,789.1,921606.0
1202.1,8353.2,789.0,921610.2
1202.2,8353.2,789.0,921614.3
1202.3,8353.2,789.0,921618.5
1202.4,8353.2,789.0,921622.6
1202.5,8353.2,789.0,921626.7
1202.6,8353.2,789.0,921630.8
1202.7,8353.2,789.0,921634.9
1202.8,8353.2,789.0,921639.8
1202.9,8353.2,788.9,921643.9
1203.0,8353.2,788.9,921647.9
1203.1,8353.2,788.9,921652.0
1203.2,8353.2,788.9,921656.0
1203.3,8353.2,788.9,921660.1
1203.4,8353.2,788.9,921664.1
1203.5,8353.2,788.9,921668.1
1203.6,8353.2,788.8,921672.1
1203.7,8353.2,788.8,921676.1
1203.8,8353.2,788.8,921680.0
1203.9,8353.2,788.8,921684.0
1204.0,8353.2,788.8,921688.0
1204.1,8353.2,788.8,921691.9
1204.2,8353.2,788.8,921695.8
1204.3,8353.2,788.8,921699.7
1204.4,8353.2,788.7,921703.6
1204.5,8353.2,788.7,921707.5
1204.6,8353.2,788.7,921711.4
1204.7,8353.2,788.7,921715.3
1204.8,8353.2,788.7,921719.2
1204.9,8353.2,788.7,921723.8
1205.0,8353.2,788.7,921727.6
1205.1,8353.2,788.7,921731.5
1205.2,8353.2,788.6,921735.3
1205.3,8353.2,788.6,921739.1
1205.4,8353.2,788.6,921742.9
1205.5,8353.2,788.6,921746.7
1205.6,8353.2,788.6,921750.4
1205.7,8353.2,788.6,921754.2
1205.8,8353.2,788.6,921757.9
1205.9,8353.2,788.6,921761.7
1206.0,8353.2,788.5,921765.4
1206.1,8353.2,788.5,921769.1
1206.2,8353.2,788.5,921772.8
1206.3,8353.2,788.5,921776.5
1206.4,8353.2,788.5,921780.2
1206.5,8353.2,788.5,921783.9
1206.6,8353.2,788.5,921788.3
1206.7,8353.2,788.5,921791.9
1206.8,8353.2,788.4,921795.6
1206.9,8353.2,788.4,921799.2
1207.0,8353.2,788.4,921802.8
1207.1,8353.2,788.4,921806.4
1207.2,8353.2,788.4,921810.0
1207.3,8353.2,788.4,921813.6
1207.4,8353.2,788.4,921817.2
1207.5,8353.2,788.4,921820.8
1207.6,8353.2,788.3,921824.3
1207.7,8353.2,788.3,921827.9
1207.8,8353.2,788.3,921831.4
1207.9,8353.2,788.3,921835.6
1208.0,8353.2,788.3,921839.1
1208.1,8353.2,788.3,921841.9
1208.2,8353.2,788.3,921846.1
1208.3,8353.2,788.3,921849.6
1208.4,8353.2,788.2,921853.0
1208.5,8353.2,788.2,921856.5
1208.6,8353.2,788.2,921859.9
1208.7,8353.2,788.2,921863.3
1208.8,8353.2,788.2,921866.8
1208.9,8353.2,788.2,921870.2
1209.0,8353.2,788.2,921873.6
1209.1,8353.2,788.2,921877.0
1209.2,8353.2,788.1,921880.3
1209.3,8353.2,788.1,921883.7
1209.4,8353.2,788.1,921887.0
1209.5,8353.2,788.1,921890.4
1209.6,8353.2,788.1,921893.7
1209.7,8353.2,788.1,921897.0
1209.8,8353.2,788.1,921900.3
1209.9,8353.2,788.1,921903.6
1210.0,8353.2,788.1,921906.9
1210.1,8353.2,788.0,921910.2
1210.2,8353.2,788.0,921913.5
1210.3,8353.2,788.0,921916.7
1210.4,8353.2,788.0,921920.0
1210.5,8353.2,788.0,921923.2
1210.7,8353.2,788.0,921927.1
1210.7,8353.2,788.0,921929.6
1210.8,8353.2,788.0,921932.8
1210.9,8353.2,788.0,921936.0
1211.0,8353.2,787.9,921939.2
1211.2,8353.2,787.9,921943.0
1211.3,8353.2,787.9,921946.1
1211.4,8353.2,787.9,921949.3
1211.5,8353.2,787.9,921952.4
1211.6,8353.2,787.9,921955.5
1211.7,8353.2,787.9,921958.7
1211.8,8353.2,787.9,921961.7
1211.9,8353.2,787.8,921964.8
1212.0,8353.2,787.8,921967.9
1212.1,8353.2,787.8,921971.6
1212.2,8353.2,787.8,921974.6
1212.3,8353.2,787.8,921977.7
1212.4,8353.2,787.8,921980.7
1212.5,8353.2,787.8,921983.7
1212.6,8353.2,787.8,921986.7
1212.7,8353.2,787.8,921989.7
1212.8,8353.2,787.7,921992.7
